Ticker,Nama,Sektor,Industri,Periode,Basis,MataUang,Diperbarui,Saham,EPS,BVPS,DPS,Omzet,LabaBersih,EBITDA,EBIT,MarginKotor%,MarginOperasi%,MarginBersih%,ROE%,ROA%,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,DER,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,OCF,Capex,FCF,OCF/Laba,Payout%,OmzetYoY%,LabaYoY%,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%
CTBN,Citra Tubindo Tbk,Energy,Oil & Gas Equipment & Services,2026-06-30,TTM-gabungan,USD,2026-08-10,800371500.0,108.196,2280.1175,465.0,3310082864495.0,86596966995.0,128487245590.0,122083957930.0,17.6,3.86,2.62,3.94,2.76,41598257525.0,1080262469550.0,-1038664212025.0,2659182377940.0,1824941069050.0,0.02,-8.08,2.89,2.08,-363.88,677974684090.0,-68919583975.0,609055100115.0,7.83,518.42,-73.4,-98.9,27.4,,2.0,0.0
JSPT,Jakarta Setiabudi Internasio,Real Estate,Real Estate Services,2026-03-31,TTM,IDR,2026-08-10,2318736000.0,163.6266,1104.1575,25.0,2573134418000.0,379406929000.0,1017952769000.0,788358722000.0,69.02,28.54,14.74,15.86,5.86,2362143143000.0,1848001503000.0,172384983000.0,6585961826000.0,2560249635000.0,0.92,0.17,1.73,1.55,4.16,1005909523000.0,-98711176000.0,907198347000.0,2.65,12.2,29.8,174.1,20.6,,3.0,0.0
LPCK,Lippo Cikarang Tbk,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,5134685692.0,45.944,1338.9277,,3820755000000.0,235908000000.0,378704000000.0,335326000000.0,19.15,6.78,6.17,3.63,2.01,790000000000.0,264084000000.0,525916000000.0,10774989000000.0,6874973000000.0,0.11,1.39,2.95,0.26,5.56,-554783000000.0,-18289000000.0,-573072000000.0,-2.35,0.0,-21.0,4.5,52.6,-11.3,1.0,89.64
BESS,Batulicin Nusantara Maritim ,Industrials,Marine Shipping,2026-03-31,TTM-gabungan,IDR,2026-08-10,3440455528.0,8.2499,194.3259,4.36,304944168619.0,28383310953.0,31494727264.0,30992032380.0,30.49,8.65,9.31,4.49,4.08,12767303183.0,187991212333.0,-175223909150.0,729404335517.0,668569561934.0,0.02,-5.56,6.49,6.49,11.79,78187435003.0,-2521050633.0,75181399371.0,2.75,0.0,,,,,1.0,0.0
IRSX,Folago Global Nusantara Tbk.,Technology,Software - Application,2026-03-31,TTM,IDR,2026-08-10,8539117013.0,3.4184,35.4027,0.17,529638949952.0,29189983502.0,43466963206.0,42737788176.0,13.59,7.97,5.51,12.55,10.89,1805768464.0,99487728080.0,-97681959616.0,369473651432.0,302308062771.0,0.01,-2.25,5.72,5.63,-420.02,31663602255.0,-35507357639.0,-26721210117.0,1.08,0.0,233.4,624.6,36.3,83.8,2.0,23.89
CBRE,Cakra Buana Resources Energi,Industrials,Marine Shipping,2026-03-31,TTM,IDR,2026-08-10,4538067441.0,-14.3437,11.7911,,100825413526.0,-65092678409.0,-36709883084.0,-44760671638.0,7.91,-31.12,-64.56,-75.7,-5.5,192278401613.0,5724580336.0,180497147228.0,2024817352940.0,53508621219.0,3.59,,0.11,0.1,-2.34,-52256913719.0,-35030513895.0,-87287427614.0,0.8,0.0,210.5,393.6,18.7,,0.0,0.0
ISSP,Steel Pipe Industry of Indon,Basic Materials,Steel,2026-06-30,TTM-gabungan,IDR,2026-08-10,7051478435.0,79.6183,817.7871,20.0,6155032000000.0,561427000000.0,854841000000.0,852724000000.0,19.61,15.58,9.12,10.31,5.95,3575790000000.0,680732000000.0,2894231000000.0,10451274000000.0,5766608000000.0,0.62,3.39,2.05,0.65,5.9,-588056000000.0,-626239000000.0,-1214295000000.0,-1.05,25.14,26.1,93.4,-1.8,20.4,3.0,-0.2
CPRO,Central Proteina Prima Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM-gabungan,IDR,2026-08-10,59572382787.0,5.419,66.8189,,10253318000000.0,322822000000.0,706989000000.0,650967000000.0,19.2,7.53,3.15,8.38,4.61,1575296000000.0,83880000000.0,1396324000000.0,7198718000000.0,3980562000000.0,0.4,1.98,1.19,0.47,4.66,294413000000.0,-176647000000.0,117766000000.0,0.91,0.0,8.2,-42.2,6.5,4.3,2.0,0.0
VISI,Satu Visi Putra Tbk.,Industrials,Industrial Distribution,2026-03-31,TTM,IDR,2026-08-10,3075000000.0,-1.3591,58.2645,1.0,325941482687.0,-4179269456.0,10052593301.0,4475507682.0,12.15,3.46,-1.28,-2.29,-1.47,79676754094.0,5729943135.0,73946810959.0,278978689869.0,179163369548.0,0.44,7.36,1.86,1.12,0.57,26023030317.0,-26044048138.0,-21017821.0,-6.23,69.78,-3.5,-1547.0,0.7,,1.0,0.0
NEST,Esta Indonesia Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM,IDR,2026-08-10,4112500000.0,5.9493,92.4299,,398913149294.0,24466512504.0,30054423178.0,29408054548.0,6.36,2.38,6.13,6.67,5.87,1100000000.0,12649140425.0,-11549140425.0,426879216341.0,380117883935.0,0.0,-0.38,6.7,4.4,2027.79,-1146017589.0,-32917587012.0,-34063604601.0,-0.05,0.0,52.3,-11.3,-6.4,32.9,2.0,0.0
GTSI,GTS Internasional Tbk.,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,USD,2026-08-10,15819142767.0,-4.3813,55.9798,1.0,628638294570.0,-69308051230.0,-6916856045.0,-13303053775.0,5.12,-7.66,-11.03,-7.44,-3.04,867458714485.0,336757639130.0,520716310400.0,2542086441180.0,885552331455.0,0.98,,1.28,1.09,-0.24,36153107375.0,-533513576860.0,-495216837995.0,-0.52,0.0,27.6,-163.9,-5.6,-13.0,2.0,0.0
OMRE,Indonesia Prima Property Tbk,Real Estate,Real Estate Services,2026-06-30,TTM,IDR,2026-08-10,2945211000.0,-61.2611,1088.7126,,42687000968.0,-180426832102.0,-175707859732.0,-179459968422.0,31.63,-288.91,-422.67,-5.48,-4.5,8257231442.0,18943066481.0,5193376357.0,3990323459694.0,3206488388042.0,0.0,,0.12,0.1,-103.77,-111919950241.0,-6246527777.0,-118217408040.0,0.62,0.0,-6.4,7.1,-21.4,,2.0,0.0
BWPT,Eagle High Plantations Tbk.,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,31122368200.0,12.8855,96.3861,,6237928000000.0,401026000000.0,1227973000000.0,1217913000000.0,25.81,19.3,6.43,14.61,4.06,4666313000000.0,199759000000.0,4396156000000.0,9943233000000.0,2999763000000.0,1.56,3.58,0.77,0.48,2.94,1026293000000.0,-338219000000.0,673072000000.0,2.56,0.0,46.7,96.1,8.0,174.6,3.0,0.0
UANG,Pakuan Tbk.,Real Estate,Real Estate - Development,2026-03-31,TTM,IDR,2026-08-10,1210000000.0,75.9843,283.1909,,351590000000.0,91941000000.0,85917000000.0,80135000000.0,54.28,18.31,26.15,29.06,5.37,771579000000.0,49808000000.0,718693000000.0,1802735000000.0,342661000000.0,2.25,8.36,1.49,0.71,12.71,-218183000000.0,-4011000000.0,-222062000000.0,-2.37,0.0,557.7,30.7,,,2.0,0.0
MDLA,Medela Potentia Tbk.,Healthcare,Medical Distribution,2026-06-30,TTM,IDR,2026-08-10,14012825000.0,29.6352,219.444,12.6,15644515000000.0,415273000000.0,638744000000.0,553428000000.0,9.51,3.35,2.65,13.72,6.45,72075000000.0,242578000000.0,-170503000000.0,6605424000000.0,3075031000000.0,0.02,-0.27,1.78,1.22,67.97,131388000000.0,-139019000000.0,-7631000000.0,0.32,42.84,17.6,19.0,8.4,7.9,2.0,0.0
APLN,Agung Podomoro Land Tbk.,Real Estate,Real Estate - Development,2026-06-30,TTM,IDR,2026-08-10,22699326779.0,17.9015,516.5313,,5537710395000.0,406351026000.0,1340894355000.0,1305441580000.0,37.31,18.95,7.34,3.55,1.63,5143056326000.0,1126866889000.0,4016189437000.0,24154525395000.0,11724913828000.0,0.44,3.0,1.97,0.74,2.83,1463132670000.0,-22165795000.0,1440966875000.0,3.6,0.0,-7.0,30.8,-25.6,-61.6,0.0,0.0
FISH,FKS Multi Agro Tbk,Consumer Defensive,Food Distribution,2026-03-31,TTM-gabungan,USD,2026-08-10,4800000000.0,43.0884,649.7191,14.0,20508208180955.0,206824517955.0,546435766800.0,526771723830.0,5.78,2.77,1.01,6.81,2.31,2760527279455.0,1606275290345.0,1091999183275.0,8659946173395.0,3118651559155.0,0.89,2.0,1.42,0.74,3.74,299140233865.0,-185139244345.0,114000989520.0,1.45,30.77,-6.6,4424.1,-9.1,-35.3,0.0,0.0
AGRS,Bank IBK Indonesia Tbk.,Financial Services,Banks - Regional,2026-03-31,TTM-gabungan,IDR,2026-08-10,47864384874.0,3.7609,122.1991,,698882000000.0,180014000000.0,,,,,25.76,3.15,0.82,5312770000000.0,2317666000000.0,2950629000000.0,23638002000000.0,5848986000000.0,0.91,,,,,509461000000.0,-39329000000.0,470132000000.0,2.83,0.0,,,10.0,24.0,2.0,0.0
PNIN,Paninvest Tbk,Financial Services,Insurance - Life,2026-06-30,TTM-gabungan,IDR,2026-08-10,4068323920.0,264.7643,5451.0114,,11160913000000.0,1077147000000.0,,9722323000000.0,,,9.65,4.95,0.44,3635309000000.0,15786415000000.0,-12151106000000.0,244643100000000.0,22176480000000.0,0.16,,,,1.81,10882559000000.0,-544533000000.0,10338026000000.0,10.1,0.0,2.0,-109.5,-1.3,-20.4,1.0,0.0
SAMF,Saraswanti Anugerah Makmur T,Basic Materials,Agricultural Inputs,2026-06-30,TTM-gabungan,IDR,2026-08-10,10250000000.0,26.7509,180.0356,10.5,4389531216651.0,274196784407.0,450610921706.0,442678428841.0,20.92,10.62,6.25,16.15,7.42,1509985297476.0,150556640197.0,1359428657279.0,4461386195252.0,1845365287877.0,0.82,3.02,1.47,0.81,5.95,-143672776264.0,-38189265776.0,-181862042040.0,-0.52,78.25,90.7,90.3,3.4,-8.6,1.0,0.0
SKRN,Superkrane Mitra Utama Tbk.,Industrials,Rental & Leasing Services,2026-03-31,TTM-gabungan,IDR,2026-08-10,7117999826.0,25.1043,96.0197,58.0,794130955602.0,178692236739.0,253604116470.0,246613773681.0,31.19,22.6,22.5,25.7,11.66,245112797157.0,147381739694.0,97731057463.0,1461652046411.0,683468068376.0,0.36,0.39,1.33,1.33,8.3,431023867260.0,-24602218283.0,406421648977.0,2.41,159.68,-17.8,15.3,7.3,31.3,1.0,0.0
INPC,Bank Artha Graha Internasion,Financial Services,Banks - Regional,2026-03-31,TTM,IDR,2026-08-10,20223412907.0,-26.0878,189.1489,,1322453000000.0,-527585000000.0,,,,,-39.89,-12.89,-1.74,200000000000.0,6152766000000.0,-5952766000000.0,30312535000000.0,3825237000000.0,0.05,,,,,1343107000000.0,-77624000000.0,1265483000000.0,-2.55,0.0,10.3,214.0,5.0,,2.0,0.0
PNGO,AEP Pinago Plantations Tbk.,Consumer Defensive,Farm Products,2026-06-30,TTM-gabungan,IDR,2026-08-10,781250000.0,422.2676,1617.3247,220.0,2209046168949.0,329896533939.0,453283798885.0,441693529105.0,28.69,18.14,14.93,28.46,19.67,236970712999.0,23206649839.0,212754658248.0,1714967584206.0,1263534907162.0,0.19,0.47,1.58,0.24,19.39,383812764487.0,-120621661297.0,263191103190.0,1.16,52.01,-24.7,37.0,4.2,22.9,3.0,0.0
KIJA,Kawasan Industri Jababeka Tb,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,20796830969.0,-3.1416,291.0643,2.03,4859489000000.0,-65336000000.0,744441000000.0,726716000000.0,36.16,22.13,-1.34,-1.1,-0.45,4863072000000.0,3205192000000.0,1653209000000.0,14911351000000.0,6053216000000.0,0.8,2.22,5.65,2.29,1.8,1521497000000.0,-244682000000.0,1276815000000.0,-23.29,8.31,-3.6,-645.0,23.3,,3.0,1.29
SFAN,Surya Fajar Capital Tbk.,Financial Services,Asset Management,2026-03-31,Tahunan,IDR,2026-08-10,1359934021.0,-34.9888,72.8458,,1171568874.0,-47582425384.0,-48344521738.0,-54430950815.0,14.68,-3635.97,-4061.43,-32.97,-20.16,573164587.0,39051185861.0,-38478021274.0,147251539550.0,99065478564.0,0.01,,6.9,6.9,-281.07,-8583632500.0,-365267678.0,-8948900178.0,0.18,0.0,,,-53.7,,1.0,0.0
HUMI,Humpuss Maritim Internasiona,Industrials,Marine Shipping,2026-03-31,TTM-gabungan,USD,2026-08-10,18062555417.0,0.4402,149.6466,1.0,2285729372575.0,7951880475.0,216548759185.0,195277339015.0,19.33,7.63,0.35,0.29,0.14,2322632766960.0,663379848340.0,1219359594915.0,6217365156805.0,2702999785970.0,0.86,5.63,1.35,1.24,1.12,286659131110.0,-720488158885.0,-433829027775.0,36.05,203.33,-7.1,-83.4,11.9,-25.9,2.0,0.09
BGTG,Bank Ganesha Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,23970997103.0,9.7377,156.9418,,490342000000.0,233423000000.0,,,,,47.6,6.43,2.23,3321000000.0,1182447000000.0,-1179126000000.0,11126456000000.0,3762052000000.0,0.0,,,,,1201323000000.0,-6766000000.0,1194557000000.0,5.15,0.0,-12.3,3.7,11.8,70.2,3.0,0.0
MINA,Sanurhasta Mitra Tbk.,Consumer Cyclical,Lodging,2026-06-30,TTM,IDR,2026-08-10,9843750000.0,-0.0794,25.4503,,9273467099.0,-781662736.0,1694972886.0,540011455.0,66.16,-47.73,-8.43,-0.46,-0.44,125984075.0,153299169511.0,3349774158.0,253650633212.0,250526701661.0,0.0,1.98,135.3,117.31,1.29,1010122634.0,-190685942.0,819436692.0,-1.29,0.0,-9.5,158.7,-1.0,,2.0,21.19
MAPB,MAP Boga Adiperkasa Tbk.,Consumer Cyclical,Restaurants,2026-06-30,TTM,IDR,2026-08-10,2387922900.0,-80.4327,534.235,,3386328000000.0,-192067000000.0,396342000000.0,-149217000000.0,68.29,-3.6,-5.67,-14.01,-6.99,457246000000.0,317241000000.0,140005000000.0,2621878000000.0,1275712000000.0,0.36,0.35,0.63,0.45,-4.3,385241000000.0,-105400000000.0,279841000000.0,-2.01,0.0,8.0,-159.8,-2.0,,0.0,0.0
SMDM,Suryamas Dutamakmur Tbk,Real Estate,Real Estate - Development,2026-06-30,TTM,IDR,2026-08-10,4772138237.0,3.8153,489.6663,,399592128061.0,18206991310.0,36523418523.0,29876230393.0,66.4,8.78,4.56,0.79,0.51,30763989090.0,157811507270.0,-127047518180.0,3646522130342.0,2336755224863.0,0.01,-3.48,4.46,0.97,2.65,-53773848822.0,-6009410537.0,-59783259359.0,-2.95,0.0,-16.7,-306.4,-12.0,-48.7,1.0,0.0
BUKK,Bukaka Teknik Utama Tbk.,Industrials,Engineering & Construction,2026-06-30,TTM-gabungan,IDR,2026-08-10,2640452000.0,97.0314,2789.2076,,5048241442000.0,256206697000.0,1149594290000.0,1134411389000.0,46.97,39.86,5.08,4.08,1.45,15276119614000.0,847934264000.0,14381612521000.0,26046792800000.0,7364768914000.0,2.07,12.51,1.56,1.38,1.53,445187767000.0,-822661748000.0,-377473981000.0,1.74,0.0,105.7,-13.8,-1.7,-4.3,1.0,0.0
DATA,Remala Abadi Tbk.,Communication Services,Telecom Services,2026-06-30,TTM,IDR,2026-08-10,1375000000.0,91.9865,301.3748,,474690868218.0,126481411985.0,216640870646.0,207646664610.0,74.04,43.05,26.65,37.24,15.95,473500726261.0,9786961354.0,460842040597.0,1111678383877.0,414390341969.0,1.14,2.13,0.38,0.26,8.03,197714873853.0,-371016208067.0,-173301334214.0,1.56,0.0,50.4,137.4,27.1,57.8,3.0,0.0
CENT,Centratama Telekomunikasi In,Communication Services,Telecom Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,31183464900.0,-76.2411,78.4825,,2488412000000.0,-2377461000000.0,-592402000000.0,-613906000000.0,40.89,25.93,-95.54,-76.2,-8.47,22390878000000.0,651074000000.0,21534732000000.0,28469341000000.0,2447355000000.0,9.15,,0.1,0.09,-0.41,1535019000000.0,-619756000000.0,915263000000.0,-0.65,0.0,-2.9,-37.5,3.0,,1.0,0.0
MNCN,Media Nusantara Citra Tbk,Communication Services,Advertising Agencies,2026-06-30,TTM-gabungan,IDR,2026-08-10,13227161510.0,85.1081,1680.8048,,7123635000000.0,1125738000000.0,1783579000000.0,1422542000000.0,40.62,14.68,15.8,5.09,4.48,1224140000000.0,812681000000.0,385327000000.0,25248445000000.0,22232276000000.0,0.06,0.22,8.55,5.59,5.94,784886000000.0,-1270008000000.0,-485122000000.0,0.7,0.0,-28.8,-89.0,-5.5,-13.7,2.0,0.0
CBUT,Citra Borneo Utama Tbk.,Consumer Defensive,Packaged Foods,2026-03-31,TTM,IDR,2026-08-10,3125000000.0,35.5011,372.7046,,13952874000000.0,110941000000.0,324250000000.0,308453000000.0,14.37,2.51,0.8,10.07,2.69,2183035000000.0,342315000000.0,1661844000000.0,4035432000000.0,1164702000000.0,1.87,5.13,1.23,0.91,2.06,508882000000.0,-250404000000.0,258478000000.0,4.59,0.0,-0.5,11.6,13.2,-21.9,1.0,0.0
RANS,Rans Entertainmen Indonesia ,Industrials,Conglomerates,,Tahunan,,2026-08-10,12609250000.0,4.8416,26.022,,353377040895.0,61049565722.0,88970777899.0,80213306229.0,43.22,21.17,17.28,16.05,11.61,37300000000.0,100129258609.0,-62829258609.0,461034721642.0,328118184873.0,0.11,-0.71,2.63,2.56,18.0,37680607042.0,-580814717.0,37099792325.0,0.62,0.0,,,,,1.0,0.0
MCOR,Bank China Construction Bank,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,37919730514.0,7.9917,191.8667,,1091280000000.0,303045000000.0,,,,,27.77,4.27,0.82,307893000000.0,3243663000000.0,-2935770000000.0,39235203000000.0,7275533000000.0,0.04,,,,,3526331000000.0,-82320000000.0,3444011000000.0,11.64,0.0,4.1,2.0,5.7,30.5,3.0,0.0
KAEF,Kimia Farma Tbk.,Healthcare,Medical Distribution,2026-06-30,Tahunan,IDR,2026-08-10,5566589678.0,-60.1732,316.6619,,9555670058000.0,-334959336000.0,561076416000.0,148236955000.0,32.06,-1.1,-3.51,-16.3,-2.25,7081424387000.0,445472376000.0,6531783841000.0,14698071465000.0,1762727124000.0,4.02,11.64,1.03,0.72,0.25,234364426000.0,-133336394000.0,101028032000.0,-0.7,0.0,23.2,84.7,-0.0,,2.0,0.0
BNBA,Bank Bumi Arta Tbk,Financial Services,Banks - Regional,2026-03-31,TTM,IDR,2026-08-10,3388000000.0,0.6681,956.4976,,333649345899.0,2263390932.0,,,,,0.68,0.07,0.03,28565442928.0,1267835864494.0,-1239270421566.0,8453477003505.0,3240613745673.0,0.01,,,,,487043579781.0,-20175009900.0,466868569881.0,215.18,0.0,-3.1,-36.0,-2.7,-37.6,2.0,0.0
UDNG,Agro Bahari Nusantara Tbk.,Consumer Defensive,Farm Products,,Tahunan,,2026-08-10,1750040072.0,-1.9605,29.5966,,21623836809.0,-3430893669.0,-3661025388.0,-4003204909.0,-4.55,-18.72,-15.87,-6.41,-6.04,619255215.0,2700274197.0,-2081018982.0,55989856216.0,51795286301.0,0.01,,2.7,1.26,-81.56,166495522.0,-5165081959.0,-4998586437.0,-0.05,0.0,,,75.7,,2.0,0.0
PYFA,Pyridam Farma Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-31,TTM,IDR,2026-08-10,11236694464.0,-32.9236,64.0233,,2841499289345.0,-369952882815.0,-86890206226.0,-200691201594.0,20.96,-6.04,-13.02,-43.74,-5.68,5060593294847.0,49067364018.0,3768859740316.0,7066339231821.0,719410248387.0,7.03,,0.86,0.55,-0.62,-457777760172.0,-127906514841.0,-585684275013.0,1.24,0.0,11.8,10.7,56.8,,0.0,0.0
FUTR,Futura Energi Global Tbk.,Utilities,Utilities - Renewable,2026-03-31,TTM,IDR,2026-08-10,6635551959.0,-6.8958,26.0804,,21917368803.0,-45757221609.0,-29284535722.0,-44246500545.0,24.71,-176.12,-208.77,-23.39,-20.8,5512787805.0,30741803730.0,-25229015925.0,201443988832.0,173057545792.0,0.03,,7.07,7.07,-161.84,-881564003.0,294943477.0,-586620526.0,0.02,0.0,-77.3,-264.5,-10.8,,2.0,0.0
PORT,Nusantara Pelabuhan Handal T,Industrials,Marine Shipping,2026-06-30,TTM,IDR,2026-08-10,2813941985.0,55.5153,444.1213,,1260791109000.0,156216965000.0,323664200000.0,312951832000.0,30.93,24.01,12.39,13.66,6.66,895913536000.0,534951920000.0,360961616000.0,2402156513000.0,1249731511000.0,0.72,1.12,3.83,3.5,4.08,341619422000.0,-7179927000.0,334439495000.0,2.19,0.0,13.3,99.6,-0.3,84.4,2.0,0.0
DAYA,Duta Intidaya Tbk.,Consumer Cyclical,Specialty Retail,2026-06-30,TTM-gabungan,IDR,2026-08-10,2420547025.0,40.6992,78.9301,,3083241793000.0,98514291000.0,332912347000.0,169713538000.0,34.18,5.95,3.2,74.16,8.82,400590016000.0,72051411000.0,122948589000.0,1231917326000.0,191054128000.0,2.1,0.37,0.86,0.32,5.63,113070273000.0,-120096410000.0,-7026137000.0,1.15,0.0,30.7,160.5,33.6,,3.0,0.0
MSJA,Multi Spunindo Jaya Tbk.,Consumer Cyclical,Textile Manufacturing,2026-06-30,TTM-gabungan,USD,2026-08-10,5732224400.0,16.2186,248.8842,15.0,1213897390365.0,92968455305.0,134681297080.0,128297337740.0,18.49,9.07,7.66,6.33,4.81,239147473565.0,200830695780.0,38316777785.0,1903806246155.0,1426660126045.0,0.17,0.28,2.21,1.65,9.42,24217248000.0,-5798762475.0,18418485525.0,0.26,93.33,30.2,112.7,-6.7,5.9,2.0,-2.55
ASRI,Alam Sutera Realty Tbk.,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,19649411888.0,14.469,585.8605,1.5,3138165287000.0,284306929000.0,989289769000.0,959914813000.0,49.06,32.35,9.06,2.5,1.25,5982703163000.0,880138005000.0,5102565158000.0,23274438386000.0,11511814962000.0,0.52,5.16,0.77,0.38,1.46,933552071000.0,-83233193000.0,850318878000.0,3.28,10.37,17.9,-118.1,-13.2,-33.9,1.0,0.0
TOTO,Surya Toto Indonesia Tbk,Industrials,Building Products & Equipment,2026-03-31,TTM-gabungan,IDR,2026-08-10,10320000000.0,30.0997,253.2802,26.0,2261906931336.0,310628495615.0,444332697019.0,402864202472.0,25.59,15.47,13.73,12.24,9.05,204138706728.0,319538640559.0,-115399933831.0,3411741735558.0,2613851626407.0,0.08,-0.26,6.28,3.08,25.11,320489288558.0,-83531588389.0,236957700169.0,1.03,73.14,-19.7,-61.0,4.1,3.9,2.0,0.0
ASGR,Astra Graphia Tbk,Industrials,Specialty Business Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,1348780500.0,224.551,1442.77,241.0,3021185000000.0,302870000000.0,378437000000.0,378437000000.0,24.68,10.05,10.02,15.46,10.46,25367000000.0,1676345000000.0,-1650978000000.0,2928267000000.0,1945980000000.0,0.01,-4.36,2.68,2.47,136.32,500368000000.0,-17762000000.0,482606000000.0,1.65,107.34,10.4,46.3,0.9,40.7,3.0,0.0
MAHA,Mandiri Herindo Adiperkasa T,Industrials,Trucking,2026-06-30,TTM-gabungan,IDR,2026-08-10,16394970000.0,22.6752,111.8723,12.0,3342606831000.0,371759537000.0,544750586000.0,534728379000.0,20.98,16.5,11.12,20.16,13.23,558743482000.0,270881380000.0,287862102000.0,2840478359000.0,1834142352000.0,0.3,0.53,1.67,1.56,10.71,672866965000.0,-125786181000.0,492457060000.0,1.81,52.98,44.6,399.9,21.2,-21.5,1.0,-0.04
MGRO,Mahkota Group Tbk.,Consumer Defensive,Packaged Foods,2026-06-30,TTM-gabungan,IDR,2026-08-10,3488375600.0,-10.4951,89.444,,6659076413801.0,-36610929066.0,56821167047.0,46357730839.0,4.78,0.73,-0.55,-10.02,-1.23,2215179137897.0,143291032193.0,2071614630980.0,2858298930212.0,312014430720.0,7.1,36.46,0.61,0.32,0.45,275883385280.0,-5368705956.0,270514679324.0,-7.54,0.0,53.0,44.6,-5.5,,1.0,-1.05
ABDA,Asuransi Bina Dana Arta Tbk.,Financial Services,Insurance - Property & Casualty,2026-06-30,TTM-gabungan,IDR,2026-08-10,620806680.0,209.3184,2898.0792,,1073798126000.0,129946251000.0,,,,,12.1,7.7,4.63,,438318306000.0,,2843120268000.0,1799146949000.0,,,,,,69379006000.0,-8715942000.0,60663064000.0,0.53,0.0,29.4,128.4,9.6,3.1,1.0,0.0
FPNI,Lotte Chemical Titan Tbk.,Basic Materials,Specialty Chemicals,2026-06-30,TTM,USD,2026-08-10,5566414000.0,52.8474,353.9874,,6110538225000.0,294170635000.0,336184860000.0,329576280000.0,5.1,2.18,4.81,16.11,10.55,2611455000.0,514385575000.0,-511774120000.0,3223654665000.0,1970440505000.0,0.0,-1.52,1.53,0.79,265.03,441904375000.0,-55142560000.0,386761815000.0,1.5,0.0,41.9,394.6,-12.2,13.7,1.0,0.0
RALS,Ramayana Lestari Sentosa Tbk,Consumer Cyclical,Department Stores,2026-06-30,TTM-gabungan,IDR,2026-08-10,6134777300.0,39.0932,565.2174,50.0,2175205000000.0,239828000000.0,644811000000.0,288615000000.0,53.63,2.21,11.03,6.61,4.67,420727000000.0,1121563000000.0,-700836000000.0,4531442000000.0,3467483000000.0,0.12,-1.09,4.4,3.9,10.13,610366000000.0,-367997000000.0,242369000000.0,2.55,125.53,-71.4,-94.7,-7.6,-9.0,1.0,3.43
PSKT,Red Planet Indonesia Tbk.,Consumer Cyclical,Lodging,2026-06-30,TTM,IDR,2026-08-10,10351231636.0,-1.0955,30.6761,,51756442289.0,-11339360737.0,-4863013133.0,-6706444710.0,54.53,-15.23,-21.91,-3.52,-3.04,3973550657.0,19155201199.0,500947076.0,361774523343.0,317535659416.0,0.01,,1.11,1.11,-14.7,-5381217332.0,-6292763178.0,-11673980510.0,0.47,0.0,-3.8,12.8,-3.8,,1.0,0.0
BCIC,Bank JTrust Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,18109922009.0,-25.4585,216.5041,,922583000000.0,-461052000000.0,,,,,-49.97,-11.81,-1.14,693221000000.0,2634648000000.0,-1941427000000.0,39835863000000.0,3920873000000.0,0.18,,,,,-625098000000.0,-29510000000.0,-654608000000.0,1.36,,-28.6,-37.6,-7.2,,0.0,0.0
BACA,Bank Capital Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,19953024885.0,7.1454,341.32,,1302320000000.0,142572000000.0,,,,,10.95,2.11,0.59,33576000000.0,2045754000000.0,-2012178000000.0,25605800000000.0,6810367000000.0,0.0,,,,,1037219000000.0,-38991000000.0,998228000000.0,7.28,0.0,30.4,45.0,31.1,57.7,3.0,0.0
ASSA,Adi Sarana Armada Tbk.,Industrials,Rental & Leasing Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,3691137517.0,112.0035,612.5153,50.0,6217896056610.0,413420390553.0,1115751291511.0,1023241688452.0,31.32,15.81,6.65,19.15,4.8,4385387534441.0,1124492275976.0,3219202689859.0,9015923836764.0,2260878191223.0,1.94,2.89,0.99,0.92,3.6,1097842164724.0,-361704487852.0,736137676872.0,2.66,44.64,10.1,0.7,0.7,59.5,3.0,0.0
